lane_id,link_id,lane_num,length_feet,speed_mph,volume,numDetects,type,up_node,dest_node
111_124_3,111_124,-1,73.152,13.4112,126,1,right,111,123
111_124_-1,111_124,-1,73.152,13.4112,99,1,left,111,125
111_124_-2,111_124,-2,73.152,13.4112,99,1,left,111,125
123_124_1,123_124,-1,377.952,17.8816,585,1,thru,123,125
123_124_2,123_124,-1,377.952,17.8816,585,1,thru,123,125
123_124_3,123_124,-1,25.908,17.8816,202,1,right,123,139
123_124_-1,123_124,-1,53.34,17.8816,170,1,left,123,111
125_124_1,125_124,-1,432.81600000000003,17.8816,728,1,thru,125,123
125_124_2,125_124,-1,432.81600000000003,17.8816,728,1,thru,125,123
125_124_3,125_124,-1,432.81600000000003,17.8816,728,1,thru,125,123
125_124_-1,125_124,-1,51.816,17.8816,99,1,left,125,139
5266_125_1,5266_125,-1,60.96,13.4112,48,1,thru,5266,5265
5266_125_2,5266_125,-1,60.96,13.4112,48,1,thru,5266,5265
5266_125_-1,5266_125,-1,45.72,13.4112,58,1,left,5266,124
5265_125_1,5265_125,-1,76.2,13.4112,32,1,thru,5265,5266
5265_125_2,5265_125,-1,76.2,13.4112,32,1,thru,5265,5266
5265_125_3,5265_125,-1,38.1,13.4112,60,1,right,5265,124
5265_125_-1,5265_125,-1,51.816,13.4112,65,1,left,5265,127
124_125_1,124_125,-1,432.81600000000003,17.8816,555,1,thru,124,127
124_125_2,124_125,-1,432.81600000000003,17.8816,555,1,thru,124,127
124_125_-1,124_125,-1,22.86,17.8816,89,1,left,124,5265
127_125_1,127_125,-1,813.816,17.8816,1923,1,thru,127,124
127_125_2,127_125,-1,813.816,17.8816,1923,1,thru,127,124
127_125_3,127_125,-1,813.816,17.8816,1923,1,thru,127,124
127_125_-1,127_125,-1,50.292,17.8816,83,1,left,127,5266
447_126_1,447_126,-1,236.5248,13.4112,0,1,thru,447,446
447_126_-1,447_126,-1,30.48,13.4112,0,1,left,447,129
446_126_1,446_126,-1,236.5248,13.4112,0,1,thru,446,447
446_126_-1,446_126,-1,7.62,13.4112,0,1,left,446,130
129_126_1,129_126,-1,590.0928,17.8816,0,1,thru,129,130
129_126_2,129_126,-1,590.0928,17.8816,0,1,thru,129,130
129_126_-1,129_126,-1,35.052,17.8816,0,1,left,129,446
130_126_1,130_126,-1,208.4832,17.8816,0,1,thru,130,129
130_126_2,130_126,-1,208.4832,17.8816,0,1,thru,130,129
130_126_3,130_126,-1,208.4832,17.8816,0,1,thru,130,129
130_126_-1,130_126,-1,32.004000000000005,17.8816,0,1,left,130,447
5263_127_1,5263_127,-1,695.2488000000001,20.1168,1673,1,thru,5263,113
5263_127_2,5263_127,-1,695.2488000000001,20.1168,1673,1,thru,5263,113
5263_127_3,5263_127,-1,695.2488000000001,20.1168,1673,1,thru,5263,113
5263_127_-1,5263_127,-1,59.436,20.1168,496,1,left,5263,125
5263_127_-2,5263_127,-2,59.436,20.1168,496,1,left,5263,125
113_127_1,113_127,-1,804.672,17.8816,554,1,thru,113,5263
113_127_2,113_127,-1,804.672,17.8816,554,1,thru,113,5263
113_127_3,113_127,-1,804.672,17.8816,554,1,thru,113,5263
113_127_-1,113_127,-1,79.248,17.8816,129,1,left,113,128
113_127_-2,113_127,-2,79.248,17.8816,129,1,left,113,128
125_127_1,125_127,-1,813.816,17.8816,503,1,thru,125,128
125_127_2,125_127,-1,813.816,17.8816,503,1,thru,125,128
125_127_3,125_127,-1,71.628,17.8816,129,1,right,125,5263
125_127_-1,125_127,-1,71.628,17.8816,143,1,left,125,113
128_127_1,128_127,-1,310.896,17.8816,953,1,thru,128,125
128_127_2,128_127,-1,310.896,17.8816,953,1,thru,128,125
128_127_3,128_127,-1,310.896,17.8816,953,1,thru,128,125
128_127_4,128_127,-1,51.816,17.8816,206,1,right,128,113
128_127_-1,128_127,-1,76.2,17.8816,254,1,left,128,5263
7036_128_1,7036_128,-1,243.84,13.4112,9,1,thru,7036,7267
7267_128_1,7267_128,-1,243.84,13.4112,6,1,thru,7267,7036
127_128_1,127_128,-1,310.896,17.8816,712,1,thru,127,129
127_128_2,127_128,-1,310.896,17.8816,712,1,thru,127,129
127_128_-1,127_128,-1,22.86,17.8816,23,1,left,127,7267
129_128_1,129_128,-1,490.728,15.6464,2116,1,thru,129,127
129_128_2,129_128,-1,490.728,15.6464,2116,1,thru,129,127
129_128_3,129_128,-1,490.728,15.6464,2116,1,thru,129,127
129_128_-1,129_128,-1,22.86,15.6464,8,1,left,129,7036
7035_129_1,7035_129,-1,243.84,13.4112,17,1,thru,7035,7266
7035_129_-1,7035_129,-1,16.764,13.4112,69,1,left,7035,128
7266_129_1,7266_129,-1,243.84,13.4112,21,1,thru,7266,7035
7266_129_2,7266_129,-1,48.768,13.4112,84,1,right,7266,128
7266_129_-1,7266_129,-1,48.768,13.4112,55,1,left,7266,126
128_129_1,128_129,-1,490.728,15.6464,697,1,thru,128,126
128_129_2,128_129,-1,490.728,15.6464,697,1,thru,128,126
128_129_-1,128_129,-1,22.86,15.6464,56,1,left,128,7266
126_129_1,126_129,-1,590.0928,17.8816,1796,1,thru,126,128
126_129_2,126_129,-1,590.0928,17.8816,1796,1,thru,126,128
126_129_3,126_129,-1,590.0928,17.8816,1796,1,thru,126,128
126_129_4,126_129,-1,47.244,17.8816,195,1,right,126,7266
126_129_-1,126_129,-1,47.244,17.8816,25,1,left,126,7035
5261_130_1,5261_130,-1,619.3536,17.8816,1162,1,thru,5261,116
5261_130_2,5261_130,-1,619.3536,17.8816,1162,1,thru,5261,116
5261_130_3,5261_130,-1,60.96,17.8816,177,1,right,5261,5246
5261_130_-1,5261_130,-1,60.96,17.8816,379,1,left,5261,126
5261_130_-2,5261_130,-2,60.96,17.8816,379,1,left,5261,126
116_130_1,116_130,-1,405.384,15.6464,482,1,thru,116,5261
116_130_2,116_130,-1,405.384,15.6464,482,1,thru,116,5261
116_130_3,116_130,-1,70.104,15.6464,164,1,right,116,126
116_130_-1,116_130,-1,70.104,15.6464,109,1,left,116,5246
116_130_-2,116_130,-2,70.104,15.6464,109,1,left,116,5246
126_130_1,126_130,-1,208.4832,17.8816,535,1,thru,126,5246
126_130_2,126_130,-1,208.4832,17.8816,535,1,thru,126,5246
126_130_3,126_130,-1,208.4832,17.8816,535,1,thru,126,5246
126_130_-1,126_130,-1,51.816,17.8816,211,1,left,126,116
126_130_-2,126_130,-2,51.816,17.8816,211,1,left,126,116
5246_130_1,5246_130,-1,91.44,17.8816,978,1,thru,5246,126
5246_130_2,5246_130,-1,91.44,17.8816,978,1,thru,5246,126
5246_130_3,5246_130,-1,91.44,17.8816,978,1,thru,5246,126
5246_130_-1,5246_130,-1,57.912000000000006,17.8816,203,1,left,5246,5261
5246_130_-2,5246_130,-2,57.912000000000006,17.8816,203,1,left,5246,5261
7029_131_1,7029_131,-1,243.84,13.4112,0,1,thru,7029,7265
7029_131_-1,7029_131,-1,15.24,13.4112,0,1,left,7029,5246
7265_131_1,7265_131,-1,243.84,13.4112,0,1,thru,7265,7029
7265_131_-1,7265_131,-1,30.48,13.4112,0,1,left,7265,132
5246_131_1,5246_131,-1,307.848,17.8816,0,1,thru,5246,132
5246_131_2,5246_131,-1,307.848,17.8816,0,1,thru,5246,132
5246_131_-1,5246_131,-1,30.48,17.8816,0,1,left,5246,7265
132_131_1,132_131,-1,399.288,17.8816,0,1,thru,132,5246
132_131_2,132_131,-1,399.288,17.8816,0,1,thru,132,5246
132_131_3,132_131,-1,399.288,17.8816,0,1,thru,132,5246
132_131_-1,132_131,-1,24.384,17.8816,0,1,left,132,7029
7028_132_1,7028_132,-1,365.76,13.4112,0,1,thru,7028,7264
7028_132_-1,7028_132,-1,36.576,13.4112,0,1,left,7028,131
7264_132_1,7264_132,-1,365.76,13.4112,0,1,thru,7264,7028
7264_132_2,7264_132,-1,10.668000000000001,13.4112,0,1,right,7264,131
7264_132_-1,7264_132,-1,42.672000000000004,13.4112,0,1,left,7264,5248
131_132_1,131_132,-1,399.288,17.8816,0,1,thru,131,5248
131_132_2,131_132,-1,399.288,17.8816,0,1,thru,131,5248
131_132_-1,131_132,-1,41.148,17.8816,0,1,left,131,7264
5248_132_1,5248_132,-1,652.272,17.8816,0,1,thru,5248,131
5248_132_2,5248_132,-1,652.272,17.8816,0,1,thru,5248,131
5248_132_3,5248_132,-1,652.272,17.8816,0,1,thru,5248,131
5248_132_-1,5248_132,-1,47.244,17.8816,0,1,left,5248,7028
5293_134_1,5293_134,-1,91.44,13.4112,0,,thru,5293,73
73_134_1,73_134,-1,60.96,15.6464,0,,right,73,5278
73_134_2,73_134,-1,60.96,15.6464,0,,right,73,5278
5278_134_-1,5278_134,-1,62.484,15.6464,0,,left,5278,73
5278_134_-2,5278_134,-2,62.484,15.6464,0,,left,5278,73
5283_135_1,5283_135,-1,185.6232,17.8816,363,1,thru,5283,7027
5283_135_2,5283_135,-1,185.6232,17.8816,363,1,thru,5283,7027
5283_135_3,5283_135,-1,45.72,17.8816,267,1,right,5283,5249
5283_135_-1,5283_135,-1,185.6232,17.8816,390,1,left,5283,335
5249_135_1,5249_135,-1,60.96,17.8816,517,1,thru,5249,335
5249_135_2,5249_135,-1,60.96,17.8816,517,1,thru,5249,335
5249_135_3,5249_135,-1,60.96,17.8816,517,1,thru,5249,335
5249_135_4,5249_135,-1,60.96,17.8816,517,1,thru,5249,335
5249_135_5,5249_135,-1,60.96,17.8816,517,1,thru,5249,335
5249_135_6,5249_135,-1,60.96,17.8816,125,1,right,5249,7027
335_135_1,335_135,-1,152.4,17.8816,1332,1,thru,335,5249
335_135_2,335_135,-1,152.4,17.8816,1332,1,thru,335,5249
335_135_3,335_135,-1,152.4,17.8816,1332,1,thru,335,5249
335_135_-1,335_135,-1,152.4,17.8816,198,1,left,335,7027
335_135_-2,335_135,-2,152.4,17.8816,198,1,left,335,7027
15_138_1,15_138,-1,137.16,13.4112,0,1,thru,15,397
15_138_-1,15_138,-1,28.956000000000003,13.4112,0,1,left,15,5250
397_138_1,397_138,-1,138.0744,13.4112,0,1,thru,397,15
397_138_-1,397_138,-1,30.48,13.4112,0,1,left,397,7025
5250_138_1,5250_138,-1,570.8904,17.8816,0,1,thru,5250,7025
5250_138_2,5250_138,-1,570.8904,17.8816,0,1,thru,5250,7025
5250_138_-1,5250_138,-1,38.1,17.8816,0,1,left,5250,397
7025_138_1,7025_138,-1,313.0296,17.8816,0,1,thru,7025,5250
7025_138_2,7025_138,-1,313.0296,17.8816,0,1,thru,7025,5250
7025_138_3,7025_138,-1,313.0296,17.8816,0,1,thru,7025,5250
7025_138_-1,7025_138,-1,45.72,17.8816,0,1,left,7025,15
5268_139_1,5268_139,-1,159.1056,13.4112,1300,1,thru,5268,124
5268_139_2,5268_139,-1,159.1056,13.4112,1300,1,thru,5268,124
5268_139_-1,5268_139,-1,45.72,13.4112,22,1,left,5268,5267
124_139_1,124_139,-1,518.1600000000001,13.4112,792,1,thru,124,5268
124_139_2,124_139,-1,518.1600000000001,13.4112,792,1,thru,124,5268
124_139_-1,124_139,-1,45.72,13.4112,5,1,left,124,7043
5267_139_1,5267_139,-1,89.00160000000001,13.4112,8,1,thru,5267,7043
5267_139_-1,5267_139,-1,30.48,13.4112,60,1,left,5267,124
7043_139_1,7043_139,-1,197.5104,13.4112,5,1,thru,7043,5267
7043_139_-1,7043_139,-1,30.48,13.4112,70,1,left,7043,5268
340_140_1,340_140,-1,128.01600000000002,17.8816,923,1,thru,340,5274
340_140_2,340_140,-1,128.01600000000002,17.8816,923,1,thru,340,5274
340_140_3,340_140,-1,128.01600000000002,17.8816,923,1,thru,340,5274
5274_140_1,5274_140,-1,79.248,13.4112,773,1,thru,5274,340
5274_140_2,5274_140,-1,79.248,13.4112,773,1,thru,5274,340
5274_140_3,5274_140,-1,79.248,13.4112,773,1,thru,5274,340
5274_140_4,5274_140,-1,79.248,13.4112,773,1,thru,5274,340
5274_140_5,5274_140,-1,79.248,13.4112,773,1,thru,5274,340
7293_140_1,7293_140,-1,76.2,13.4112,952,1,right,7293,5274
7293_140_-1,7293_140,-1,73.152,13.4112,91,1,left,7293,340
7293_140_-2,7293_140,-2,73.152,13.4112,91,1,left,7293,340
341_141_1,341_141,-1,103.632,13.4112,1797,1,thru,341,5268
341_141_2,341_141,-1,103.632,13.4112,1797,1,thru,341,5268
341_141_-1,341_141,-1,103.632,13.4112,533,1,left,341,7048
5268_141_1,5268_141,-1,84.73440000000001,13.4112,726,1,thru,5268,341
5268_141_2,5268_141,-1,84.73440000000001,13.4112,726,1,thru,5268,341
5268_141_3,5268_141,-1,84.73440000000001,13.4112,726,1,thru,5268,341
5268_141_4,5268_141,-1,84.73440000000001,13.4112,726,1,thru,5268,341
7044_141_1,7044_141,-1,245.6688,13.4112,42,1,thru,7044,7048
7044_141_2,7044_141,-1,56.388000000000005,13.4112,875,1,right,7044,5268
7044_141_-1,7044_141,-1,56.388000000000005,13.4112,347,1,left,7044,341
342_142_1,342_142,-1,121.92,20.1168,1797,1,thru,342,5263
342_142_2,342_142,-1,121.92,20.1168,1797,1,thru,342,5263
342_142_3,342_142,-1,121.92,20.1168,1797,1,thru,342,5263
342_142_-1,342_142,-1,121.92,20.1168,533,1,left,342,7041
342_142_-2,342_142,-2,121.92,20.1168,533,1,left,342,7041
5263_142_1,5263_142,-1,60.96,20.1168,790,1,thru,5263,342
5263_142_2,5263_142,-1,60.96,20.1168,790,1,thru,5263,342
5263_142_3,5263_142,-1,60.96,20.1168,790,1,thru,5263,342
5263_142_4,5263_142,-1,60.96,20.1168,790,1,thru,5263,342
5263_142_5,5263_142,-1,42.672000000000004,20.1168,222,1,right,5263,7041
7037_142_1,7037_142,-1,183.4896,13.4112,42,1,thru,7037,7041
7037_142_2,7037_142,-1,67.056,13.4112,875,1,right,7037,5263
7037_142_-1,7037_142,-1,67.056,13.4112,347,1,left,7037,342
16_143_1,16_143,-1,51.5112,13.4112,0,,thru,16,5202
16_143_2,16_143,-1,51.5112,13.4112,0,,thru,16,5202
5202_143_1,5202_143,-1,120.7008,13.4112,0,,thru,5202,16
5202_143_2,5202_143,-1,120.7008,13.4112,0,,thru,5202,16
5203_143_1,5203_143,-1,84.73440000000001,13.4112,0,,right,5203,16
344_144_1,344_144,-1,121.92,17.8816,1691,1,thru,344,5261
344_144_2,344_144,-1,121.92,17.8816,1691,1,thru,344,5261
344_144_-1,344_144,-1,121.92,17.8816,353,1,left,344,7034
344_144_-2,344_144,-2,121.92,17.8816,353,1,left,344,7034
5261_144_1,5261_144,-1,127.4064,17.8816,846,1,thru,5261,344
5261_144_2,5261_144,-1,127.4064,17.8816,846,1,thru,5261,344
5261_144_3,5261_144,-1,127.4064,17.8816,846,1,thru,5261,344
5261_144_4,5261_144,-1,65.532,17.8816,213,1,right,5261,7034
7030_144_1,7030_144,-1,183.4896,13.4112,1,1,thru,7030,7034
7030_144_2,7030_144,-1,85.34400000000001,13.4112,260,1,right,7030,5261
7030_144_-1,7030_144,-1,85.34400000000001,13.4112,282,1,left,7030,344
150_147_1,150_147,-1,390.7536,20.1168,2515,1,thru,150,5264
150_147_2,150_147,-1,390.7536,20.1168,2515,1,thru,150,5264
150_147_3,150_147,-1,390.7536,20.1168,2515,1,thru,150,5264
150_147_-1,150_147,-1,30.48,20.1168,19,1,left,150,227
5264_147_1,5264_147,-1,131.6736,20.1168,1060,1,thru,5264,150
5264_147_2,5264_147,-1,131.6736,20.1168,1060,1,thru,5264,150
5264_147_3,5264_147,-1,131.6736,20.1168,1060,1,thru,5264,150
5264_147_-1,5264_147,-1,36.576,20.1168,28,1,left,5264,424
227_147_1,227_147,-1,47.5488,13.4112,1,1,thru,227,424
227_147_-1,227_147,-1,12.192,13.4112,25,1,left,227,5264
424_147_1,424_147,-1,56.692800000000005,13.4112,4,1,right,424,5264
424_147_-1,424_147,-1,6.096,13.4112,10,1,left,424,150
174_149_1,174_149,-1,512.6736000000001,20.1168,2410,1,thru,174,421
174_149_2,174_149,-1,512.6736000000001,20.1168,2410,1,thru,174,421
174_149_-1,174_149,-1,44.196000000000005,20.1168,10,1,left,174,367
421_149_1,421_149,-1,628.1928,20.1168,749,1,thru,421,174
421_149_2,421_149,-1,628.1928,20.1168,749,1,thru,421,174
421_149_-1,421_149,-1,45.72,20.1168,30,1,left,421,366
367_149_1,367_149,-1,257.55600000000004,13.4112,10,1,thru,367,366
367_149_2,367_149,-1,33.528,13.4112,30,1,right,367,174
367_149_-1,367_149,-1,19.812,13.4112,50,1,left,367,421
366_149_1,366_149,-1,241.4016,13.4112,10,1,thru,366,367
366_149_2,366_149,-1,12.192,13.4112,50,1,right,366,421
165_150_1,165_150,-1,177.08880000000002,20.1168,1903,1,thru,165,147
165_150_2,165_150,-1,177.08880000000002,20.1168,1903,1,thru,165,147
165_150_3,165_150,-1,177.08880000000002,20.1168,1903,1,thru,165,147
165_150_-1,165_150,-1,32.004000000000005,20.1168,44,1,left,165,146
147_150_1,147_150,-1,390.7536,20.1168,868,1,thru,147,165
147_150_2,147_150,-1,390.7536,20.1168,868,1,thru,147,165
147_150_3,147_150,-1,390.7536,20.1168,868,1,thru,147,165
147_150_-1,147_150,-1,32.004000000000005,20.1168,42,1,left,147,281
146_150_1,146_150,-1,100.8888,13.4112,21,1,thru,146,281
146_150_-1,146_150,-1,33.528,13.4112,143,1,left,146,147
281_150_1,281_150,-1,83.51520000000001,13.4112,14,1,thru,281,146
281_150_-1,281_150,-1,30.48,13.4112,6,1,left,281,165
428_152_1,428_152,-1,84.12480000000001,13.4112,19,1,right,428,744
428_152_-1,428_152,-1,30.48,13.4112,160,1,left,428,153
744_152_1,744_152,-1,402.9456,20.1168,2112,1,thru,744,153
744_152_2,744_152,-1,402.9456,20.1168,2112,1,thru,744,153
744_152_3,744_152,-1,402.9456,20.1168,2112,1,thru,744,153
744_152_-1,744_152,-1,45.72,20.1168,14,1,left,744,428
153_152_1,153_152,-1,196.2912,20.1168,2232,1,thru,153,744
153_152_2,153_152,-1,196.2912,20.1168,2232,1,thru,153,744
153_152_3,153_152,-1,196.2912,20.1168,2232,1,thru,153,744
315_153_1,315_153,-1,61.5696,6.7056,4,1,thru,315,259
315_153_-1,315_153,-1,18.288,6.7056,5,1,left,315,152
259_153_1,259_153,-1,69.7992,6.7056,12,1,thru,259,315
259_153_-1,259_153,-1,22.86,6.7056,57,1,left,259,154
152_153_1,152_153,-1,196.2912,20.1168,2237,1,thru,152,154
152_153_2,152_153,-1,196.2912,20.1168,2237,1,thru,152,154
152_153_3,152_153,-1,196.2912,20.1168,2237,1,thru,152,154
152_153_-1,152_153,-1,35.052,20.1168,177,1,left,152,259
152_153_-2,152_153,-2,35.052,20.1168,177,1,left,152,259
154_153_1,154_153,-1,205.4352,20.1168,1931,1,thru,154,152
154_153_2,154_153,-1,205.4352,20.1168,1931,1,thru,154,152
154_153_3,154_153,-1,205.4352,20.1168,1931,1,thru,154,152
154_153_4,154_153,-1,68.58,20.1168,18,1,right,154,259
154_153_-1,154_153,-1,42.672000000000004,20.1168,9,1,left,154,315
154_153_-2,154_153,-2,42.672000000000004,20.1168,9,1,left,154,315
318_154_1,318_154,-1,32.004000000000005,13.4112,28,1,right,318,153
318_154_-1,318_154,-1,32.004000000000005,13.4112,55,1,left,318,155
318_154_-2,318_154,-2,32.004000000000005,13.4112,55,1,left,318,155
153_154_1,153_154,-1,205.4352,20.1168,2153,1,thru,153,155
153_154_2,153_154,-1,205.4352,20.1168,2153,1,thru,153,155
153_154_3,153_154,-1,205.4352,20.1168,2153,1,thru,153,155
153_154_-1,153_154,-1,33.528,20.1168,70,1,left,153,318
155_154_1,155_154,-1,108.50880000000001,20.1168,2077,1,thru,155,153
155_154_2,155_154,-1,108.50880000000001,20.1168,2077,1,thru,155,153
155_154_3,155_154,-1,108.50880000000001,20.1168,2077,1,thru,155,153
323_155_1,323_155,-1,180.74640000000002,15.6464,0,1,thru,323,285
323_155_2,323_155,-1,76.2,15.6464,471,1,right,323,154
323_155_-1,323_155,-1,76.2,15.6464,141,1,left,323,355
323_155_-2,323_155,-2,76.2,15.6464,141,1,left,323,355
154_155_1,154_155,-1,108.50880000000001,20.1168,1230,1,thru,154,355
154_155_2,154_155,-1,108.50880000000001,20.1168,1230,1,thru,154,355
154_155_3,154_155,-1,108.50880000000001,20.1168,1230,1,thru,154,355
154_155_4,154_155,-1,108.50880000000001,20.1168,1230,1,thru,154,355
154_155_5,154_155,-1,108.50880000000001,20.1168,1230,1,thru,154,355
154_155_6,154_155,-1,56.388000000000005,20.1168,970,1,right,154,285
355_155_1,355_155,-1,110.64240000000001,20.1168,1863,1,thru,355,154
355_155_2,355_155,-1,110.64240000000001,20.1168,1863,1,thru,355,154
355_155_3,355_155,-1,110.64240000000001,20.1168,1863,1,thru,355,154
355_155_-1,355_155,-1,110.64240000000001,20.1168,251,1,left,355,285
355_155_-2,355_155,-2,110.64240000000001,20.1168,251,1,left,355,285
501_156_1,501_156,-1,146.6088,17.8816,426,1,thru,501,294
501_156_2,501_156,-1,146.6088,17.8816,426,1,thru,501,294
501_156_3,501_156,-1,15.24,17.8816,62,1,right,501,157
501_156_-1,501_156,-1,57.912000000000006,17.8816,240,1,left,501,250
501_156_-2,501_156,-2,57.912000000000006,17.8816,240,1,left,501,250
294_156_1,294_156,-1,184.7088,13.4112,137,1,thru,294,501
294_156_2,294_156,-1,184.7088,13.4112,137,1,thru,294,501
294_156_3,294_156,-1,68.58,13.4112,161,1,right,294,250
294_156_-1,294_156,-1,64.00800000000001,13.4112,91,1,left,294,157
294_156_-2,294_156,-2,64.00800000000001,13.4112,91,1,left,294,157
250_156_1,250_156,-1,214.88400000000001,20.1168,663,1,thru,250,157
250_156_2,250_156,-1,214.88400000000001,20.1168,663,1,thru,250,157
250_156_3,250_156,-1,214.88400000000001,20.1168,663,1,thru,250,157
250_156_-1,250_156,-1,80.772,20.1168,234,1,left,250,294
250_156_-2,250_156,-2,80.772,20.1168,234,1,left,250,294
157_156_1,157_156,-1,187.1472,20.1168,1585,1,thru,157,250
157_156_2,157_156,-1,187.1472,20.1168,1585,1,thru,157,250
157_156_3,157_156,-1,187.1472,20.1168,1585,1,thru,157,250
157_156_-1,157_156,-1,50.292,20.1168,52,1,left,157,501
348_157_1,348_157,-1,35.3568,15.6464,1,1,thru,348,252
348_157_-1,348_157,-1,9.144,15.6464,6,1,left,348,156
252_157_1,252_157,-1,278.5872,15.6464,2,1,thru,252,348
252_157_2,252_157,-1,45.72,15.6464,25,1,right,252,156
252_157_-1,252_157,-1,45.72,15.6464,74,1,left,252,159
156_157_1,156_157,-1,187.1472,20.1168,686,1,thru,156,159
156_157_2,156_157,-1,187.1472,20.1168,686,1,thru,156,159
156_157_3,156_157,-1,187.1472,20.1168,686,1,thru,156,159
156_157_-1,156_157,-1,27.432000000000002,20.1168,30,1,left,156,252
159_157_1,159_157,-1,804.0624,20.1168,2118,1,thru,159,156
159_157_2,159_157,-1,804.0624,20.1168,2118,1,thru,159,156
159_157_3,159_157,-1,804.0624,20.1168,2118,1,thru,159,156
159_157_-1,159_157,-1,30.48,20.1168,9,1,left,159,348
419_159_1,419_159,-1,95.7072,13.4112,471,1,thru,419,418
419_159_2,419_159,-1,95.7072,13.4112,471,1,thru,419,418
419_159_-1,419_159,-1,39.624,13.4112,287,1,left,419,157
418_159_1,418_159,-1,135.9408,13.4112,133,1,thru,418,419
418_159_2,418_159,-1,135.9408,13.4112,133,1,thru,418,419
418_159_-1,418_159,-1,51.816,13.4112,144,1,left,418,160
157_159_1,157_159,-1,804.0624,20.1168,823,1,thru,157,160
157_159_2,157_159,-1,804.0624,20.1168,823,1,thru,157,160
157_159_3,157_159,-1,804.0624,20.1168,823,1,thru,157,160
157_159_-1,157_159,-1,48.768,20.1168,50,1,left,157,418
160_159_1,160_159,-1,604.4184,20.1168,1968,1,thru,160,157
160_159_2,160_159,-1,604.4184,20.1168,1968,1,thru,160,157
160_159_3,160_159,-1,604.4184,20.1168,1968,1,thru,160,157
160_159_-1,160_159,-1,47.244,20.1168,32,1,left,160,419
180_160_1,180_160,-1,1611.7824,20.1168,1,1,thru,180,414
180_160_2,180_160,-1,54.864000000000004,20.1168,697,1,right,180,162
180_160_3,180_160,-1,54.864000000000004,20.1168,697,1,right,180,162
180_160_-1,180_160,-1,54.864000000000004,20.1168,950,1,left,180,159
414_160_1,414_160,-1,56.083200000000005,13.4112,0,1,thru,414,180
414_160_-1,414_160,-1,6.096,13.4112,2,1,left,414,162
159_160_1,159_160,-1,604.4184,20.1168,802,1,thru,159,162
159_160_2,159_160,-1,604.4184,20.1168,802,1,thru,159,162
159_160_3,159_160,-1,604.4184,20.1168,802,1,thru,159,162
159_160_-1,159_160,-1,24.384,20.1168,4,1,left,159,414
162_160_1,162_160,-1,612.648,20.1168,1141,1,thru,162,159
162_160_2,162_160,-1,612.648,20.1168,1141,1,thru,162,159
162_160_3,162_160,-1,612.648,20.1168,1141,1,thru,162,159
162_160_-1,162_160,-1,35.052,20.1168,366,1,left,162,180
162_160_-2,162_160,-2,35.052,20.1168,366,1,left,162,180
274_162_1,274_162,-1,241.7064,13.4112,175,1,thru,274,7046
274_162_2,274_162,-1,241.7064,13.4112,175,1,thru,274,7046
274_162_-1,274_162,-1,44.196000000000005,13.4112,49,1,left,274,160
7046_162_1,7046_162,-1,153.6192,13.4112,56,1,thru,7046,274
7046_162_2,7046_162,-1,153.6192,13.4112,56,1,thru,7046,274
7046_162_-1,7046_162,-1,44.196000000000005,13.4112,96,1,left,7046,163
160_162_1,160_162,-1,612.648,20.1168,761,1,thru,160,163
160_162_2,160_162,-1,612.648,20.1168,761,1,thru,160,163
160_162_3,160_162,-1,612.648,20.1168,761,1,thru,160,163
160_162_-1,160_162,-1,42.672000000000004,20.1168,526,1,left,160,7046
160_162_-2,160_162,-2,42.672000000000004,20.1168,526,1,left,160,7046
163_162_1,163_162,-1,381.3048,20.1168,1485,1,thru,163,160
163_162_2,163_162,-1,381.3048,20.1168,1485,1,thru,163,160
163_162_3,163_162,-1,381.3048,20.1168,1485,1,thru,163,160
163_162_-1,163_162,-1,28.956000000000003,20.1168,9,1,left,163,274
435_163_1,435_163,-1,130.1496,13.4112,0,1,thru,435,433
435_163_-1,435_163,-1,22.86,13.4112,0,1,left,435,162
433_163_1,433_163,-1,143.256,13.4112,0,1,thru,433,435
433_163_-1,433_163,-1,21.336000000000002,13.4112,0,1,left,433,165
162_163_1,162_163,-1,381.3048,20.1168,0,1,thru,162,165
162_163_2,162_163,-1,381.3048,20.1168,0,1,thru,162,165
162_163_3,162_163,-1,381.3048,20.1168,0,1,thru,162,165
162_163_-1,162_163,-1,45.72,20.1168,0,1,left,162,433
165_163_1,165_163,-1,612.648,20.1168,0,1,thru,165,162
165_163_2,165_163,-1,612.648,20.1168,0,1,thru,165,162
165_163_3,165_163,-1,612.648,20.1168,0,1,thru,165,162
165_163_-1,165_163,-1,45.72,20.1168,0,1,left,165,435
421_165_1,421_165,-1,60.96,20.1168,1503,1,thru,421,150
421_165_2,421_165,-1,60.96,20.1168,1503,1,thru,421,150
421_165_3,421_165,-1,60.96,20.1168,1503,1,thru,421,150
421_165_-1,421_165,-1,42.672000000000004,20.1168,338,1,left,421,163
421_165_-2,421_165,-2,42.672000000000004,20.1168,338,1,left,421,163
150_165_1,150_165,-1,177.08880000000002,20.1168,608,1,thru,150,421
150_165_2,150_165,-1,177.08880000000002,20.1168,608,1,thru,150,421
150_165_3,150_165,-1,177.08880000000002,20.1168,608,1,thru,150,421
150_165_-1,150_165,-1,39.624,20.1168,82,1,left,150,166
150_165_-2,150_165,-2,39.624,20.1168,82,1,left,150,166
163_165_1,163_165,-1,612.648,20.1168,550,1,thru,163,166
