mvmt_id,node_id,ib_link_id,ob_link_id,type,movement_name,num_lanes,volume,ib_lane_indices,ob_lane_indices,sumo_dir,is_turn_bay_connector,control,turning_speed_mps
5283_135_7027_SBT,135,5283_135_bay,135_7027,thru,SBT,2,363.0,"1,2","0,1",s,False,,26.8224
5283_135_5249_SBR,135,5283_135_bay,135_5249,right,SBR,1,267.0,0,0,r,False,,4.02336
5286_5277_103_SBT,5277,5286_5277,5277_103,thru,SBT,2,0.0,"0,1","0,1",s,False,,26.8224
5287_86_104_WBL,86,5287_86,86_104,left,WBL,1,101.0,3,1,l,False,,6.7056
5287_86_85_WBT,86,5287_86,86_85,thru,WBT,3,919.0,"0,1,2","0,1,2",s,False,,26.8224
5287_86_68_WBR,86,5287_86,86_68,right,WBR,1,206.0,0,0,r,False,,4.02336
5287_87_to_5287_87_bay,5287_87_bay_node,5287_87,5287_87_bay,thru,TURN_BAY_CONNECTOR,4,0.0,"0,1,2,2","0,1,2,3",s,True,free,
5287_87_7302_EBL,87,5287_87_bay,87_7302,left,EBL,1,21.0,3,0,l,False,,6.7056
5287_87_88_EBT,87,5287_87_bay,87_88,thru,EBT,3,821.0,"0,1,2","0,1,2",s,False,,26.8224
5287_87_7301_EBR,87,5287_87_bay,87_7301,right,EBR,1,56.0,0,0,r,False,,4.02336
5288_64_to_5288_64_bay,5288_64_bay_node,5288_64,5288_64_bay,thru,TURN_BAY_CONNECTOR,2,0.0,"0,0","0,1",s,True,free,
5288_64_63_EBL,64,5288_64_bay,64_63,left,EBL,1,31.0,1,2,l,False,,6.7056
5288_64_520_EBT,64,5288_64_bay,64_520,thru,EBT,1,15.0,0,0,s,False,,26.8224
5288_64_76_EBR,64,5288_64_bay,64_76,right,EBR,1,32.0,0,0,r,False,,4.02336
5288_7054_to_5288_7054_bay,5288_7054_bay_node,5288_7054,5288_7054_bay,thru,TURN_BAY_CONNECTOR,2,0.0,"0,0","0,1",s,True,free,
5288_7054_65_WBL,7054,5288_7054_bay,7054_65,left,WBL,1,143.0,1,0,l,False,,6.7056
5288_7054_62_WBR,7054,5288_7054_bay,7054_62,right,WBR,1,0.0,0,0,r,False,,4.02336
5289_5290_303_NBT,5290,5289_5290,5290_303,thru,NBT,2,0.0,"0,1","1,2",s,False,,26.8224
528_1990_530_EBT,1990,528_1990,1990_530,thru,EBT,2,0.0,"0,1","0,1",s,False,,26.8224
528_527_to_528_527_bay,528_527_bay_node,528_527,528_527_bay,thru,TURN_BAY_CONNECTOR,3,0.0,"0,1,1","0,1,2",s,True,free,
528_527_292_WBL,527,528_527_bay,527_292,left,WBL,1,0.0,2,0,l,False,,6.7056
528_527_526_WBT,527,528_527_bay,527_526,thru,WBT,2,0.0,"0,1","0,1",s,False,,26.8224
5290_303_103_NBL,303,5290_303,303_103,left,NBL,1,642.0,3,2,l,False,,6.7056
5290_303_5282_NBT,303,5290_303,303_5282,thru,NBT,2,951.0,"1,2","0,1",s,False,,26.8224
5290_303_79_NBR,303,5290_303,303_79,right,NBR,1,243.0,0,0,r,False,,4.02336
5292_8055_55_NBL,8055,5292_8055,8055_55,left,NBL,1,758.0,3,2,l,False,,6.7056
5292_8055_322_NBT,8055,5292_8055,8055_322,thru,NBT,2,429.0,"1,2","0,1",s,False,,26.8224
5292_8055_5215_NBR,8055,5292_8055,8055_5215,right,NBR,1,148.0,0,0,r,False,,4.02336
5293_134_73_EBT,134,5293_134,134_73,thru,EBT,1,0.0,0,0,s,False,,26.8224
5293_71_to_5293_71_bay,5293_71_bay_node,5293_71,5293_71_bay,thru,TURN_BAY_CONNECTOR,2,0.0,"0,0","0,1",s,True,free,
5293_71_91_WBL,71,5293_71_bay,71_91,left,WBL,1,0.0,1,1,l,False,,6.7056
5293_71_5229_WBT,71,5293_71_bay,71_5229,thru,WBT,1,0.0,0,0,s,False,,26.8224
529_58_5208_SBL,58,529_58,58_5208,left,SBL,2,0.0,"1,2","4,3",l,False,,6.7056
529_58_535_SBT,58,529_58,58_535,thru,SBT,1,0.0,0,0,s,False,,26.8224
52_74_to_52_74_bay,52_74_bay_node,52_74,52_74_bay,thru,TURN_BAY_CONNECTOR,3,0.0,"0,1,1","0,1,2",s,True,free,
52_74_92_WBL,74,52_74_bay,74_92,left,WBL,1,47.0,2,0,l,False,,6.7056
52_74_5227_WBT,74,52_74_bay,74_5227,thru,WBT,2,471.0,"0,1","0,1",s,False,,26.8224
52_75_to_52_75_bay,52_75_bay_node,52_75,52_75_bay,thru,TURN_BAY_CONNECTOR,4,0.0,"0,0,1,1","0,1,2,3",s,True,free,
52_75_65_EBL,75,52_75_bay,75_65,left,EBL,1,62.0,3,0,l,False,,6.7056
52_75_54_EBT,75,52_75_bay,75_54,thru,EBT,2,210.0,"1,2","0,1",s,False,,26.8224
52_75_7245_EBR,75,52_75_bay,75_7245,right,EBR,1,14.0,0,0,r,False,,4.02336
530_1990_528_WBT,1990,530_1990,1990_528,thru,WBT,2,0.0,"0,1","0,1",s,False,,26.8224
531_59_21_SBL,59,531_59,59_21,left,SBL,2,0.0,"1,2","1,0",l,False,,6.7056
531_59_538_SBT,59,531_59,59_538,thru,SBT,1,0.0,0,0,s,False,,26.8224
532_533_5271_EBL,533,532_533,533_5271,left,EBL,1,40.0,2,1,l,False,,6.7056
532_533_534_EBT,533,532_533,533_534,thru,EBT,2,159.0,"0,1","0,1",s,False,,26.8224
533_532_5286_WBL,532,533_532,532_5286,left,WBL,1,232.0,2,1,l,False,,6.7056
533_532_5221_WBT,532,533_532,532_5221,thru,WBT,2,566.0,"0,1","0,1",s,False,,26.8224
533_534_to_533_534_bay,533_534_bay_node,533_534,533_534_bay,thru,TURN_BAY_CONNECTOR,3,0.0,"0,0,1","0,1,2",s,True,free,
533_534_536_EBT,534,533_534_bay,534_536,thru,EBT,2,1803.0,"1,2","0,1",s,False,,26.8224
533_534_7233_EBR,534,533_534_bay,534_7233,right,EBR,1,295.0,0,0,r,False,,4.02336
534_533_532_WBT,533,534_533,533_532,thru,WBT,3,490.0,"0,1,2","0,0,1",s,False,,26.8224
534_533_5271_WBR,533,534_533,533_5271,right,WBR,1,85.0,0,0,r,False,,4.02336
534_536_to_534_536_bay,534_536_bay_node,534_536,534_536_bay,thru,TURN_BAY_CONNECTOR,3,0.0,"0,1,1","0,1,2",s,True,free,
534_536_7232_EBL,536,534_536_bay,536_7232,left,EBL,1,14.0,2,0,l,False,,6.7056
534_536_537_EBT,536,534_536_bay,536_537,thru,EBT,2,368.0,"0,1","0,1",s,False,,26.8224
535_58_56_NBL,58,535_58,58_56,left,NBL,2,0.0,"2,3","2,1",l,False,,6.7056
535_58_529_NBT,58,535_58,58_529,thru,NBT,2,0.0,"0,1","0,1",s,False,,26.8224
536_534_to_536_534_bay,536_534_bay_node,536_534,536_534_bay,thru,TURN_BAY_CONNECTOR,3,0.0,"0,1,1","0,1,2",s,True,free,
536_534_7233_WBL,534,536_534_bay,534_7233,left,WBL,1,0.0,2,0,l,False,,6.7056
536_534_533_WBT,534,536_534_bay,534_533,thru,WBT,2,736.0,"0,1","0,1",s,False,,26.8224
536_537_469_EBT,537,536_537,537_469,thru,EBT,2,0.0,"0,1","0,1",s,False,,26.8224
537_536_534_WBT,536,537_536,536_534,thru,WBT,2,1399.0,"0,1","0,1",s,False,,26.8224
537_536_7232_WBR,536,537_536,536_7232,right,WBR,1,16.0,0,0,r,False,,4.02336
538_59_5208_NBL,59,538_59,59_5208,left,NBL,1,0.0,1,4,l,False,,6.7056
538_59_531_NBT,59,538_59,59_531,thru,NBT,1,0.0,0,0,s,False,,26.8224
539_517_to_539_517_bay,539_517_bay_node,539_517,539_517_bay,thru,TURN_BAY_CONNECTOR,2,0.0,"0,0","0,1",s,True,free,
539_517_49_EBL,517,539_517_bay,517_49,left,EBL,1,0.0,1,2,l,False,,6.7056
539_517_519_EBR,517,539_517_bay,517_519,right,EBR,1,10.0,0,0,r,False,,4.02336
539_517_63_EBR2,517,539_517_bay,517_63,right,EBR2,1,2.0,0,0,r,False,,4.02336
53_51_to_53_51_bay,53_51_bay_node,53_51,53_51_bay,thru,TURN_BAY_CONNECTOR,5,0.0,"0,0,1,1,1","0,1,2,3,4",s,True,free,
53_51_66_WBL,51,53_51_bay,51_66,left,WBL,2,94.0,"3,4","2,1",l,False,,6.7056
53_51_50_WBT,51,53_51_bay,51_50,thru,WBT,2,921.0,"1,2","0,1",s,False,,26.8224
53_51_20_WBR,51,53_51_bay,51_20,right,WBR,1,199.0,0,0,r,False,,4.02336
540_40_41_SBL,40,540_40,40_41,left,SBL,1,20.0,0,1,l,False,,6.7056
540_40_541_SBT,40,540_40,40_541,thru,SBT,1,14.0,0,0,s,False,,26.8224
540_40_39_SBR,40,540_40,40_39,right,SBR,1,27.0,0,0,r,False,,4.02336
541_40_39_NBL,40,541_40,40_39,left,NBL,1,31.0,0,1,l,False,,6.7056
541_40_540_NBT,40,541_40,40_540,thru,NBT,1,21.0,0,0,s,False,,26.8224
541_40_41_NBR,40,541_40,40_41,right,NBR,1,20.0,0,0,r,False,,4.02336
543_39_40_SBL,39,543_39,39_40,left,SBL,1,33.0,0,1,l,False,,6.7056
543_39_544_SBT,39,543_39,39_544,thru,SBT,1,2.0,0,0,s,False,,26.8224
543_39_38_SBR,39,543_39,39_38,right,SBR,1,27.0,0,0,r,False,,4.02336
544_39_38_NBL,39,544_39,39_38,left,NBL,1,13.0,0,1,l,False,,6.7056
544_39_543_NBT,39,544_39,39_543,thru,NBT,1,4.0,0,0,s,False,,26.8224
544_39_40_NBR,39,544_39,39_40,right,NBR,1,8.0,0,0,r,False,,4.02336
545_221_to_545_221_bay,545_221_bay_node,545_221,545_221_bay,thru,TURN_BAY_CONNECTOR,3,0.0,"0,0,0","0,1,2",s,True,free,
545_221_204_EBL,221,545_221_bay,221_204,left,EBL,1,21.0,2,2,l,False,,6.7056
545_221_187_EBT,221,545_221_bay,221_187,thru,EBT,1,6.0,1,0,s,False,,26.8224
545_221_226_EBR,221,545_221_bay,221_226,right,EBR,1,60.0,0,0,r,False,,4.02336
548_91_to_548_91_bay,548_91_bay_node,548_91,548_91_bay,thru,TURN_BAY_CONNECTOR,4,0.0,"0,0,1,1","0,1,2,3",s,True,free,
548_91_117_WBL,91,548_91_bay,91_117,left,WBL,1,51.0,3,1,l,False,,6.7056
548_91_89_WBT,91,548_91_bay,91_89,thru,WBT,2,1015.0,"1,2","0,1",s,False,,26.8224
548_91_71_WBR,91,548_91_bay,91_71,right,WBR,1,155.0,0,0,r,False,,4.02336
548_92_to_548_92_bay,548_92_bay_node,548_92,548_92_bay,thru,TURN_BAY_CONNECTOR,3,0.0,"0,1,1","0,1,2",s,True,free,
548_92_74_EBL,92,548_92_bay,92_74,left,EBL,1,52.0,2,0,l,False,,6.7056
548_92_95_EBT,92,548_92_bay,92_95,thru,EBT,2,672.0,"0,1","0,1",s,False,,26.8224
548_92_112_EBR,92,548_92_bay,92_112,right,EBR,1,70.0,0,0,r,False,,4.02336
549_94_93_EBL,94,549_94,94_93,left,EBL,1,153.0,3,2,l,False,,6.7056
549_94_96_EBT,94,549_94,94_96,thru,EBT,3,405.0,"0,1,2","0,1,2",s,False,,26.8224
549_94_106_EBR,94,549_94,94_106,right,EBR,1,72.0,0,0,r,False,,4.02336
549_95_92_WBT,95,549_95,95_92,thru,WBT,2,1369.0,"0,1","0,1",s,False,,26.8224
54_75_to_54_75_bay,54_75_bay_node,54_75,54_75_bay,thru,TURN_BAY_CONNECTOR,4,0.0,"0,0,1,1","0,1,2,3",s,True,free,
54_75_7245_WBL,75,54_75_bay,75_7245,left,WBL,1,12.0,3,0,l,False,,6.7056
54_75_52_WBT,75,54_75_bay,75_52,thru,WBT,2,825.0,"1,2","0,1",s,False,,26.8224
54_75_65_WBR,75,54_75_bay,75_65,right,WBR,1,31.0,0,0,r,False,,4.02336
54_76_to_54_76_bay,54_76_bay_node,54_76,54_76_bay,thru,TURN_BAY_CONNECTOR,4,0.0,"0,0,1,1","0,1,2,3",s,True,free,
54_76_64_EBL,76,54_76_bay,76_64,left,EBL,1,90.0,3,2,l,False,,6.7056
54_76_5226_EBT,76,54_76_bay,76_5226,thru,EBT,2,95.0,"1,2","0,1",s,False,,26.8224
54_76_82_EBR,76,54_76_bay,76_82,right,EBR,1,65.0,0,0,r,False,,4.02336
550_745_746_EBT,745,550_745,745_746,thru,EBT,4,942.0,"0,1,2,3","0,0,1,1",s,False,,26.8224
550_745_277_EBR,745,550_745,745_277,right,EBR,1,128.0,0,0,r,False,,4.02336
551_243_552_WBT,243,551_243,243_552,thru,WBT,1,0.0,0,0,s,False,,26.8224
552_243_551_EBT,243,552_243,243_551,thru,EBT,1,0.0,0,0,s,False,,26.8224
55_5279_7275_SBL,5279,55_5279,5279_7275,left,SBL,1,0.0,2,1,l,False,,6.7056
55_5279_532_SBT,5279,55_5279,5279_532,thru,SBT,2,0.0,"0,1","0,1",s,False,,26.8224
55_8055_322_EBL,8055,55_8055,8055_322,left,EBL,2,99.0,"3,4","1,0",l,False,,6.7056
55_8055_5215_EBT,8055,55_8055,8055_5215,thru,EBT,3,308.0,"0,1,2","0,1,2",s,False,,26.8224
56_58_529_EBL,58,56_58,58_529,left,EBL,2,0.0,"3,4","1,0",l,False,,6.7056
56_58_5208_EBT,58,56_58,58_5208,thru,EBT,2,0.0,"1,2","0,1",s,False,,26.8224
56_58_535_EBR,58,56_58,58_535,right,EBR,1,0.0,0,0,r,False,,4.02336
58_56_5205_WBT,56,58_56,56_5205,thru,WBT,2,958.0,"1,2","0,1",s,False,,26.8224
58_56_499_WBR,56,58_56,56_499,right,WBR,1,250.0,0,0,r,False,,4.02336
59_21_to_59_21_bay,59_21_bay_node,59_21,59_21_bay,thru,TURN_BAY_CONNECTOR,5,0.0,"0,0,1,1,1","0,1,2,3,4",s,True,free,
59_21_7005_EBL,21,59_21_bay,21_7005,left,EBL,2,22.0,"3,4","1,0",l,False,,6.7056
59_21_18_EBT,21,59_21_bay,21_18,thru,EBT,2,144.0,"1,2","0,1",s,False,,26.8224
59_21_48_EBR,21,59_21_bay,21_48,right,EBR,1,84.0,0,0,r,False,,4.02336
5_503_to_5_503_bay,5_503_bay_node,5_503,5_503_bay,thru,TURN_BAY_CONNECTOR,6,0.0,"0,0,1,2,2,2","0,1,2,3,4,5",s,True,free,
5_503_504_SBL,503,5_503_bay,503_504,left,SBL,2,19.0,"4,5","1,0",l,False,,6.7056
5_503_307_SBT,503,5_503_bay,503_307,thru,SBT,3,422.0,"1,2,3","0,1,2",s,False,,26.8224
5_503_474_SBR,503,5_503_bay,503_474,right,SBR,1,47.0,0,0,r,False,,4.02336
60_43_to_60_43_bay,60_43_bay_node,60_43,60_43_bay,thru,TURN_BAY_CONNECTOR,4,0.0,"0,0,0,0","0,1,2,3",s,True,free,
60_43_41_NBL,43,60_43_bay,43_41,left,NBL,2,324.0,"2,3","1,0",l,False,,6.7056
60_43_31_NBT,43,60_43_bay,43_31,thru,NBT,1,436.0,1,1,s,False,,26.8224
60_43_44_NBR,43,60_43_bay,43_44,right,NBR,1,166.0,0,0,r,False,,4.02336
61_37_to_61_37_bay,61_37_bay_node,61_37,61_37_bay,thru,TURN_BAY_CONNECTOR,3,0.0,"0,1,1","0,1,2",s,True,free,
61_37_7224_WBL,37,61_37_bay,37_7224,left,WBL,1,45.0,2,0,l,False,,6.7056
61_37_20_WBT,37,61_37_bay,37_20,thru,WBT,2,1552.0,"0,1","0,1",s,False,,26.8224
61_37_7008_WBR,37,61_37_bay,37_7008,right,WBR,1,32.0,0,0,r,False,,4.02336
62_516_to_62_516_bay,62_516_bay_node,62_516,62_516_bay,thru,TURN_BAY_CONNECTOR,3,0.0,"0,0,0","0,1,2",s,True,free,
62_516_47_NBL,516,62_516_bay,516_47,left,NBL,1,54.0,2,1,l,False,,6.7056
62_516_515_NBT,516,62_516_bay,516_515,thru,NBT,1,60.0,1,0,s,False,,26.8224
62_516_49_NBR,516,62_516_bay,516_49,right,NBR,1,73.0,0,0,r,False,,4.02336
62_63_to_62_63_bay,62_63_bay_node,62_63,62_63_bay,thru,TURN_BAY_CONNECTOR,3,0.0,"0,0,0","0,1,2",s,True,free,
62_63_517_EBL,63,62_63_bay,63_517,left,EBL,2,14.0,"1,2","2,1",l,False,,6.7056
62_63_64_EBR,63,62_63_bay,63_64,right,EBR,1,31.0,0,0,r,False,,4.02336
62_7054_65_SWT,7054,62_7054,7054_65,thru,SWT,1,4.0,0,0,s,False,,26.8224
63_517_to_63_517_bay,63_517_bay_node,63_517,63_517_bay,thru,TURN_BAY_CONNECTOR,4,0.0,"0,1,2,2","0,1,2,3",s,True,free,
63_517_539_NBL,517,63_517_bay,517_539,left,NBL,1,6.0,3,0,l,False,,6.7056
63_517_49_NBT,517,63_517_bay,517_49,thru,NBT,3,1297.0,"0,1,2","0,1,2",s,False,,26.8224
63_517_519_NBR,517,63_517_bay,517_519,right,NBR,1,12.0,0,0,r,False,,4.02336
63_62_7219_WBT,62,63_62,62_7219,thru,WBT,1,45.0,0,0,s,False,,26.8224
63_62_516_WBR,62,63_62,62_516,right,WBR,1,57.0,0,0,r,False,,4.02336
63_64_to_63_64_bay,63_64_bay_node,63_64,63_64_bay,thru,TURN_BAY_CONNECTOR,4,0.0,"0,1,2,2","0,1,2,3",s,True,free,
63_64_520_SBL,64,63_64_bay,64_520,left,SBL,1,31.0,3,0,l,False,,6.7056
63_64_76_SBT,64,63_64_bay,64_76,thru,SBT,3,642.0,"0,1,2","0,1,2",s,False,,26.8224
63_64_5288_SBR,64,63_64_bay,64_5288,right,SBR,1,86.0,0,0,r,False,,4.02336
64_520_519_EBL,520,64_520,520_519,left,EBL,1,43.0,0,0,l,False,,6.7056
64_520_7303_EBT,520,64_520,520_7303,thru,EBT,1,53.0,0,0,s,False,,26.8224
64_520_521_EBR,520,64_520,520_521,right,EBR,1,18.0,0,0,r,False,,4.02336
64_63_to_64_63_bay,64_63_bay_node,64_63,64_63_bay,thru,TURN_BAY_CONNECTOR,4,0.0,"0,1,2,2","0,1,2,3",s,True,free,
64_63_62_NBL,63,64_63_bay,63_62,left,NBL,1,110.0,3,0,l,False,,6.7056
64_63_517_NBT,63,64_63_bay,63_517,thru,NBT,3,1288.0,"0,1,2","0,1,2",s,False,,26.8224
64_76_to_64_76_bay,64_76_bay_node,64_76,64_76_bay,thru,TURN_BAY_CONNECTOR,5,0.0,"0,1,2,2,2","0,1,2,3,4",s,True,free,
64_76_5226_SBL,76,64_76_bay,76_5226,left,SBL,2,40.0,"3,4","1,0",l,False,,6.7056
64_76_82_SBT,76,64_76_bay,76_82,thru,SBT,3,439.0,"0,1,2","0,1,2",s,False,,26.8224
64_76_54_SBR,76,64_76_bay,76_54,right,SBR,1,146.0,0,0,r,False,,4.02336
65_7054_62_NET,7054,65_7054,7054_62,thru,NET,1,4.0,0,0,s,False,,26.8224
65_7054_5288_NER,7054,65_7054,7054_5288,right,NER,1,46.0,0,0,r,False,,4.02336
65_75_to_65_75_bay,65_75_bay_node,65_75,65_75_bay,thru,TURN_BAY_CONNECTOR,3,0.0,"0,0,0","0,1,2",s,True,free,
65_75_54_SBL,75,65_75_bay,75_54,left,SBL,1,14.0,2,1,l,False,,6.7056
65_75_7245_SBT,75,65_75_bay,75_7245,thru,SBT,1,5.0,1,0,s,False,,26.8224
65_75_52_SBR,75,65_75_bay,75_52,right,SBR,1,47.0,0,0,r,False,,4.02336
66_51_to_66_51_bay,66_51_bay_node,66_51,66_51_bay,thru,TURN_BAY_CONNECTOR,5,0.0,"0,0,1,1,1","0,1,2,3,4",s,True,free,
66_51_50_NBL,51,66_51_bay,51_50,left,NBL,2,162.0,"3,4","1,0",l,False,,6.7056
66_51_20_NBT,51,66_51_bay,51_20,thru,NBT,2,917.0,"1,2","0,1",s,False,,26.8224
66_51_53_NBR,51,66_51_bay,51_53,right,NBR,1,126.0,0,0,r,False,,4.02336
66_525_to_66_525_bay,66_525_bay_node,66_525,66_525_bay,thru,TURN_BAY_CONNECTOR,5,0.0,"0,1,2,2,2","0,1,2,3,4",s,True,free,
66_525_526_SBL,525,66_525_bay,525_526,left,SBL,2,78.0,"3,4","1,0",l,False,,6.7056
66_525_99_SBT,525,66_525_bay,525_99,thru,SBT,2,464.0,"1,2","0,1",s,False,,26.8224
66_525_524_SBR,525,66_525_bay,525_524,right,SBR,1,136.0,0,0,r,False,,4.02336
67_35_to_67_35_bay,67_35_bay_node,67_35,67_35_bay,thru,TURN_BAY_CONNECTOR,3,0.0,"0,0,0","0,1,2",s,True,free,
67_35_747_NBL,35,67_35_bay,35_747,left,NBL,1,108.0,2,1,l,False,,6.7056
67_35_295_NBT,35,67_35_bay,35_295,thru,NBT,1,129.0,1,0,s,False,,26.8224
67_35_34_NBR,35,67_35_bay,35_34,right,NBR,1,87.0,0,0,r,False,,4.02336
67_80_to_67_80_bay,67_80_bay_node,67_80,67_80_bay,thru,TURN_BAY_CONNECTOR,3,0.0,"0,1,1","0,1,2",s,True,free,
67_80_85_SBL,80,67_80_bay,80_85,left,SBL,1,43.0,2,2,l,False,,6.7056
67_80_90_SBR,80,67_80_bay,80_90,right,SBR,2,299.0,"0,1","0,1",r,False,,4.02336
68_69_5232_NBT,69,68_69,69_5232,thru,NBT,2,1037.0,"0,1","0,1",s,False,,26.8224
68_69_5233_NBR,69,68_69,69_5233,right,NBR,1,10.0,0,0,r,False,,4.02336
68_86_to_68_86_bay,68_86_bay_node,68_86,68_86_bay,thru,TURN_BAY_CONNECTOR,5,0.0,"0,0,1,1,1","0,1,2,3,4",s,True,free,
68_86_5287_SBL,86,68_86_bay,86_5287,left,SBL,2,190.0,"3,4","2,1",l,False,,6.7056
68_86_104_SBT,86,68_86_bay,86_104,thru,SBT,2,566.0,"1,2","0,1",s,False,,26.8224
68_86_85_SBR,86,68_86_bay,86_85,right,SBR,1,229.0,0,0,r,False,,4.02336
69_68_to_69_68_bay,69_68_bay_node,69_68,69_68_bay,thru,TURN_BAY_CONNECTOR,3,0.0,"0,1,1","0,1,2",s,True,free,
69_68_7250_SBL,68,69_68_bay,68_7250,left,SBL,1,1.0,2,0,l,False,,6.7056
69_68_86_SBT,68,69_68_bay,68_86,thru,SBT,2,811.0,"0,1","0,1",s,False,,26.8224
69_68_7059_SBR,68,69_68_bay,68_7059,right,SBR,1,113.0,0,0,r,False,,4.02336
6_306_to_6_306_bay,6_306_bay_node,6_306,6_306_bay,thru,TURN_BAY_CONNECTOR,5,0.0,"0,1,2,3,3","0,1,2,3,4",s,True,free,
6_306_347_NBL,306,6_306_bay,306_347,left,NBL,2,376.0,"3,4","1,0",l,False,,6.7056
6_306_307_NBT,306,6_306_bay,306_307,thru,NBT,3,753.0,"0,1,2","0,1,2",s,False,,26.8224
7001_13_to_7001_13_bay,7001_13_bay_node,7001_13,7001_13_bay,thru,TURN_BAY_CONNECTOR,5,0.0,"0,0,1,1,1","0,1,2,3,4",s,True,free,
7001_13_7002_EBL,13,7001_13_bay,13_7002,left,EBL,2,64.0,"3,4","2,1",l,False,,6.7056
7001_13_486_EBT,13,7001_13_bay,13_486,thru,EBT,2,31.0,"1,2","0,1",s,False,,26.8224
7001_13_24_EBR,13,7001_13_bay,13_24,right,EBR,1,14.0,0,0,r,False,,4.02336
7001_246_to_7001_246_bay,7001_246_bay_node,7001_246,7001_246_bay,thru,TURN_BAY_CONNECTOR,3,0.0,"0,0,1","0,1,2",s,True,free,
7001_246_295_SBT,246,7001_246_bay,246_295,thru,SBT,2,0.0,"1,2","0,1",s,False,,26.8224
7001_246_455_SBR,246,7001_246_bay,246_455,right,SBR,1,0.0,0,0,r,False,,4.02336
7002_13_to_7002_13_bay,7002_13_bay_node,7002_13,7002_13_bay,thru,TURN_BAY_CONNECTOR,6,0.0,"0,0,1,2,2,2","0,1,2,3,4,5",s,True,free,
7002_13_486_SBL,13,7002_13_bay,13_486,left,SBL,2,406.0,"4,5","1,0",l,False,,6.7056
7002_13_24_SBT,13,7002_13_bay,13_24,thru,SBT,3,1269.0,"1,2,3","0,1,2",s,False,,26.8224
7002_13_7001_SBR,13,7002_13_bay,13_7001,right,SBR,1,406.0,0,0,r,False,,4.02336
7002_6_to_7002_6_bay,7002_6_bay_node,7002_6,7002_6_bay,thru,TURN_BAY_CONNECTOR,5,0.0,"0,0,1,2,3","0,1,2,3,4",s,True,free,
7002_6_306_NBT,6,7002_6_bay,6_306,thru,NBT,4,853.0,"1,2,3,4","0,0,1,2",s,False,,26.8224
7002_6_343_NBR,6,7002_6_bay,6_343,right,NBR,1,237.0,0,0,r,False,,4.02336
7003_14_247_SBL,14,7003_14,14_247,left,SBL,1,7.0,2,1,l,False,,6.7056
7003_14_5230_SBT,14,7003_14,14_5230,thru,SBT,1,9.0,1,0,s,False,,26.8224
7003_14_486_SBR,14,7003_14,14_486,right,SBR,1,3.0,0,0,r,False,,4.02336
7004_29_to_7004_29_bay,7004_29_bay_node,7004_29,7004_29_bay,thru,TURN_BAY_CONNECTOR,3,0.0,"0,0,1","0,1,2",s,True,free,
7004_29_5205_SBL,29,7004_29_bay,29_5205,left,SBL,1,84.0,2,2,l,False,,6.7056
7004_29_511_SBT,29,7004_29_bay,29_511,thru,SBT,1,243.0,1,0,s,False,,26.8224
7004_29_5204_SBR,29,7004_29_bay,29_5204,right,SBR,1,106.0,0,0,r,False,,4.02336
7005_21_to_7005_21_bay,7005_21_bay_node,7005_21,7005_21_bay,thru,TURN_BAY_CONNECTOR,4,0.0,"0,1,1,1","0,1,2,3",s,True,free,
7005_21_18_SBL,21,7005_21_bay,21_18,left,SBL,2,4.0,"2,3","1,0",l,False,,6.7056
7005_21_48_SBT,21,7005_21_bay,21_48,thru,SBT,2,1.0,"0,1","0,1",s,False,,26.8224
7005_21_59_SBR,21,7005_21_bay,21_59,right,SBR,1,1.0,0,1,r,False,,4.02336
7008_37_to_7008_37_bay,7008_37_bay_node,7008_37,7008_37_bay,thru,TURN_BAY_CONNECTOR,2,0.0,"0,0","0,1",s,True,free,
7008_37_61_SBL,37,7008_37_bay,37_61,left,SBL,1,10.0,1,1,l,False,,6.7056
7008_37_7224_SBT,37,7008_37_bay,37_7224,thru,SBT,1,1.0,0,0,s,False,,26.8224
7008_37_20_SBR,37,7008_37_bay,37_20,right,SBR,1,20.0,0,0,r,False,,4.02336
7009_22_to_7009_22_bay,7009_22_bay_node,7009_22,7009_22_bay,thru,TURN_BAY_CONNECTOR,5,0.0,"0,0,1,1,1","0,1,2,3,4",s,True,free,
7009_22_322_SBL,22,7009_22_bay,22_322,left,SBL,2,34.0,"3,4","1,0",l,False,,6.7056
7009_22_55_SBT,22,7009_22_bay,22_55,thru,SBT,2,282.0,"1,2","0,1",s,False,,26.8224
7009_22_5217_SBR,22,7009_22_bay,22_5217,right,SBR,1,526.0,0,0,r,False,,4.02336
7016_57_to_7016_57_bay,7016_57_bay_node,7016_57,7016_57_bay,thru,TURN_BAY_CONNECTOR,3,0.0,"0,0,0","0,1,2",s,True,free,
7016_57_78_SBL,57,7016_57_bay,57_78,left,SBL,1,11.0,2,1,l,False,,6.7056
7016_57_7227_SBT,57,7016_57_bay,57_7227,thru,SBT,1,4.0,1,0,s,False,,26.8224
7016_57_5280_SBR,57,7016_57_bay,57_5280,right,SBR,1,9.0,0,0,r,False,,4.02336
7025_138_to_7025_138_bay,7025_138_bay_node,7025_138,7025_138_bay,thru,TURN_BAY_CONNECTOR,4,0.0,"0,1,2,2","0,1,2,3",s,True,free,
7025_138_15_WBL,138,7025_138_bay,138_15,left,WBL,1,0.0,3,0,l,False,,6.7056
7025_138_5250_WBT,138,7025_138_bay,138_5250,thru,WBT,3,0.0,"0,1,2","0,1,2",s,False,,26.8224
