link_id,from_node_id,to_node_id,lanes,length_m,free_speed_mps,geometry,main_link_id,is_turn_bay_link
423_248_bay,423_248_bay_node,248,4,68.58,20.1168,"POLYGON ((-111.92848 33.328101, -111.928475 33.327482, -111.928318 33.327483, -111.928323 33.328102, -111.92848 33.328101))",423_248,True
424_147,424,147,2,56.69906,13.4112,"POLYGON ((-111.925941 33.383047, -111.926547 33.383102, -111.926555 33.383037, -111.925949 33.382982, -111.925941 33.383047))",424_147,False
425_226,425,425_226_bay_node,1,153.389102,13.4112,"POLYGON ((-111.965573 33.340236, -111.963926 33.340286, -111.963927 33.340319, -111.965574 33.340269, -111.965573 33.340236))",425_226,False
425_226_bay,425_226_bay_node,226,3,68.58,13.4112,"POLYGON ((-111.963924 33.340253, -111.963188 33.340275, -111.963192 33.340374, -111.963928 33.340352, -111.963924 33.340253))",425_226,True
426_158,426,158,2,62.181257,13.4112,"POLYGON ((-111.892752 33.377031, -111.892657 33.377586, -111.892734 33.377596, -111.89283 33.37704, -111.892752 33.377031))",426_158,False
427_224,427,224,2,48.889879,13.4112,"POLYGON ((-111.926914 33.43358, -111.926389 33.433613, -111.926395 33.433679, -111.926919 33.433646, -111.926914 33.43358))",427_224,False
428_152,428,428_152_bay_node,1,46.000203,13.4112,"POLYGON ((-111.9741 33.379024, -111.974098 33.378609, -111.974059 33.378609, -111.974061 33.379024, -111.9741 33.379024))",428_152,False
428_152_bay,428_152_bay_node,152,2,38.1,13.4112,"POLYGON ((-111.974118 33.378609, -111.974116 33.378265, -111.974038 33.378266, -111.974039 33.378609, -111.974118 33.378609))",428_152,True
429_268,429,268,1,158.270788,20.1168,"POLYGON ((-111.893786 33.337619, -111.893718 33.336192, -111.893678 33.336194, -111.893746 33.33762, -111.893786 33.337619))",429_268,False
42_19,42,42_19_bay_node,2,439.362587,20.1168,"POLYGON ((-111.909205 33.432015, -111.909366 33.435975, -111.909444 33.435973, -111.909283 33.432013, -111.909205 33.432015))",42_19,False
42_19_bay,42_19_bay_node,19,3,83.82,20.1168,"POLYGON ((-111.909346 33.435976, -111.909377 33.436731, -111.909495 33.436728, -111.909464 33.435973, -111.909346 33.435976))",42_19,True
42_20,42,42_20_bay_node,3,225.338373,20.1168,"POLYGON ((-111.909303 33.432012, -111.909219 33.429981, -111.909102 33.429985, -111.909185 33.432016, -111.909303 33.432012))",42_20,False
42_20_bay,42_20_bay_node,20,5,91.44,20.1168,"POLYGON ((-111.909259 33.42998, -111.909225 33.429156, -111.909028 33.429161, -111.909062 33.429986, -111.909259 33.42998))",42_20,True
42_368,42,368,2,259.041593,13.4112,"POLYGON ((-111.909242 33.431981, -111.906459 33.432101, -111.906463 33.432167, -111.909246 33.432047, -111.909242 33.431981))",42_368,False
430_107,430,430_107_bay_node,2,102.363076,13.4112,"POLYGON ((-111.980284 33.40359, -111.979184 33.403583, -111.979183 33.403649, -111.980284 33.403656, -111.980284 33.40359))",430_107,False
430_107_bay,430_107_bay_node,107,3,85.344,13.4112,"POLYGON ((-111.979184 33.403567, -111.978266 33.403561, -111.978265 33.40366, -111.979183 33.403665, -111.979184 33.403567))",430_107,True
431_107,431,107,2,128.285802,13.4112,"POLYGON ((-111.976886 33.403635, -111.978265 33.403643, -111.978266 33.403577, -111.976887 33.403569, -111.976886 33.403635))",431_107,False
432_370,432,370,2,669.296917,17.8816,"POLYGON ((-111.894216 33.375465, -111.894923 33.369458, -111.894845 33.369451, -111.894138 33.375458, -111.894216 33.375465))",432_370,False
433_163,433,163,2,143.212066,13.4112,"POLYGON ((-111.935363 33.379621, -111.935363 33.378329, -111.935284 33.378329, -111.935284 33.379621, -111.935363 33.379621))",433_163,False
434_197,434,197,1,355.613981,13.4112,"POLYGON ((-111.924772 33.356618, -111.928594 33.356583, -111.928594 33.35655, -111.924772 33.356585, -111.924772 33.356618))",434_197,False
435_163,435,435_163_bay_node,1,99.629686,13.4112,"POLYGON ((-111.935304 33.377156, -111.935304 33.378054, -111.935343 33.378054, -111.935343 33.377156, -111.935304 33.377156))",435_163,False
435_163_bay,435_163_bay_node,163,2,30.48,13.4112,"POLYGON ((-111.935284 33.378054, -111.935284 33.378329, -111.935363 33.378329, -111.935363 33.378054, -111.935284 33.378054))",435_163,True
436_198,436,198,1,615.630666,13.4112,"POLYGON ((-111.904682 33.356868, -111.911297 33.356757, -111.911296 33.356724, -111.904681 33.356835, -111.904682 33.356868))",436_198,False
437_198,437,198,1,847.868234,13.4112,"POLYGON ((-111.920407 33.356568, -111.911296 33.356724, -111.911297 33.356757, -111.920407 33.356601, -111.920407 33.356568))",437_198,False
438_491,438,491,1,137.120643,17.8816,"POLYGON ((-111.971795 33.352139, -111.97225 33.350963, -111.972212 33.350952, -111.971758 33.352129, -111.971795 33.352139))",438_491,False
439_216,439,439_216_bay_node,1,287.489606,13.4112,"POLYGON ((-111.907021 33.352226, -111.906924 33.349635, -111.906884 33.349636, -111.906982 33.352227, -111.907021 33.352226))",439_216,False
439_216_bay,439_216_bay_node,216,2,38.1,13.4112,"POLYGON ((-111.906943 33.349634, -111.90693 33.349291, -111.906852 33.349293, -111.906865 33.349636, -111.906943 33.349634))",439_216,True
43_31,43,31,3,137.118052,13.4112,"POLYGON ((-111.940007 33.421961, -111.940007 33.423198, -111.940125 33.423198, -111.940125 33.421961, -111.940007 33.421961))",43_31,False
43_41,43,43_41_bay_node,2,169.096005,15.6464,"POLYGON ((-111.940066 33.421994, -111.941884 33.421994, -111.941884 33.421928, -111.940066 33.421928, -111.940066 33.421994))",43_41,False
43_41_bay,43_41_bay_node,41,3,53.34,15.6464,"POLYGON ((-111.941884 33.422011, -111.942458 33.422011, -111.942458 33.421912, -111.941884 33.421912, -111.941884 33.422011))",43_41,True
43_44,43,44,3,170.635767,15.6464,"POLYGON ((-111.940066 33.421912, -111.938231 33.421912, -111.938231 33.422011, -111.940066 33.422011, -111.940066 33.421912))",43_44,False
43_60,43,43_60_bay_node,3,281.842123,15.6464,"POLYGON ((-111.940125 33.421961, -111.940125 33.419419, -111.940007 33.419419, -111.940007 33.421961, -111.940125 33.421961))",43_60,False
43_60_bay,43_60_bay_node,60,4,38.1,15.6464,"POLYGON ((-111.940144 33.419419, -111.940144 33.419076, -111.939987 33.419076, -111.939987 33.419419, -111.940144 33.419419))",43_60,True
440_216,440,440_216_bay_node,1,307.915124,13.4112,"POLYGON ((-111.906755 33.346187, -111.906859 33.348963, -111.906898 33.348961, -111.906794 33.346186, -111.906755 33.346187))",440_216,False
440_216_bay,440_216_bay_node,216,2,36.576,13.4112,"POLYGON ((-111.906839 33.348963, -111.906852 33.349293, -111.90693 33.349291, -111.906918 33.348961, -111.906839 33.348963))",440_216,True
441_205,441,205,3,44.234109,11.176,"POLYGON ((-111.958599 33.348836, -111.958518 33.349229, -111.958634 33.349246, -111.958715 33.348853, -111.958599 33.348836))",441_205,False
444_746,444,444_746_bay_node,1,124.983841,17.8816,"POLYGON ((-111.971811 33.332601, -111.971648 33.33372, -111.971687 33.333724, -111.97185 33.332605, -111.971811 33.332601))",444_746,False
444_746_bay,444_746_bay_node,746,2,89.916,17.8816,"POLYGON ((-111.971628 33.333718, -111.971511 33.334523, -111.971589 33.334531, -111.971706 33.333726, -111.971628 33.333718))",444_746,True
445_245,445,245,5,100.556489,20.1168,"POLYGON ((-111.892635 33.335052, -111.893716 33.335044, -111.893714 33.334879, -111.892634 33.334887, -111.892635 33.335052))",445_245,False
445_254,445,254,3,111.830087,13.4112,"POLYGON ((-111.892575 33.33497, -111.892585 33.335979, -111.892703 33.335978, -111.892693 33.334969, -111.892575 33.33497))",445_254,False
445_321,445,321,3,89.906265,20.1168,"POLYGON ((-111.892633 33.33492, -111.891667 33.334936, -111.89167 33.335035, -111.892636 33.335019, -111.892633 33.33492))",445_321,False
446_126,446,126,2,236.451124,13.4112,"POLYGON ((-111.911417 33.395071, -111.911418 33.392939, -111.911339 33.392939, -111.911338 33.395071, -111.911417 33.395071))",446_126,False
447_126,447,447_126_bay_node,1,198.351125,13.4112,"POLYGON ((-111.911359 33.390806, -111.911359 33.392595, -111.911398 33.392595, -111.911399 33.390806, -111.911359 33.390806))",447_126,False
447_126_bay,447_126_bay_node,126,2,38.1,13.4112,"POLYGON ((-111.911339 33.392595, -111.911339 33.392939, -111.911418 33.392939, -111.911418 33.392595, -111.911339 33.392595))",447_126,True
448_268,448,268,1,190.725239,13.4112,"POLYGON ((-111.893435 33.337899, -111.893717 33.336195, -111.893678 33.336191, -111.893396 33.337895, -111.893435 33.337899))",448_268,False
449_224,449,449_224_bay_node,1,159.371112,13.4112,"POLYGON ((-111.924105 33.433693, -111.925819 33.43367, -111.925818 33.433637, -111.924104 33.43366, -111.924105 33.433693))",449_224,False
449_224_bay,449_224_bay_node,224,2,53.34,13.4112,"POLYGON ((-111.925819 33.433687, -111.926393 33.433679, -111.926391 33.433613, -111.925818 33.433621, -111.925819 33.433687))",449_224,True
44_43,44,44_43_bay_node,2,89.863767,15.6464,"POLYGON ((-111.938231 33.421994, -111.939197 33.421994, -111.939197 33.421928, -111.938231 33.421928, -111.938231 33.421994))",44_43,False
44_43_bay,44_43_bay_node,43,4,80.772,15.6464,"POLYGON ((-111.939197 33.422027, -111.940066 33.422027, -111.940066 33.421895, -111.939197 33.421895, -111.939197 33.422027))",44_43,True
44_45,44,45,3,140.165048,15.6464,"POLYGON ((-111.938231 33.421912, -111.936723 33.421912, -111.936723 33.422011, -111.938231 33.422011, -111.938231 33.421912))",44_45,False
44_7209,44,7209,1,152.353336,13.4112,"POLYGON ((-111.93825 33.421961, -111.93825 33.420587, -111.938211 33.420587, -111.938211 33.421961, -111.93825 33.421961))",44_7209,False
44_7212,44,7212,1,152.353335,13.4112,"POLYGON ((-111.938211 33.421961, -111.938211 33.423335, -111.93825 33.423335, -111.93825 33.421961, -111.938211 33.421961))",44_7212,False
451_117,451,451_117_bay_node,1,130.41983,13.4112,"POLYGON ((-111.938118 33.402587, -111.93952 33.402604, -111.939521 33.402571, -111.938119 33.402554, -111.938118 33.402587))",451_117,False
451_117_bay,451_117_bay_node,117,2,39.624,13.4112,"POLYGON ((-111.93952 33.40262, -111.939946 33.402625, -111.939947 33.402559, -111.939521 33.402554, -111.93952 33.40262))",451_117,True
452_117,452,117,2,173.700008,13.4112,"POLYGON ((-111.941815 33.402581, -111.939947 33.402559, -111.939946 33.402625, -111.941814 33.402647, -111.941815 33.402581))",452_117,False
453_203,453,453_203_bay_node,1,56.663023,13.4112,"POLYGON ((-111.965963 33.350226, -111.965968 33.349715, -111.965929 33.349714, -111.965924 33.350225, -111.965963 33.350226))",453_203,False
453_203_bay,453_203_bay_node,203,3,54.864,13.4112,"POLYGON ((-111.966007 33.349715, -111.966012 33.34922, -111.965894 33.349219, -111.965889 33.349714, -111.966007 33.349715))",453_203,True
454_247,454,247,1,150.012878,13.4112,"POLYGON ((-111.948394 33.429794, -111.948513 33.431143, -111.948552 33.431141, -111.948434 33.429792, -111.948394 33.429794))",454_247,False
455_246,455,455_246_bay_node,1,724.777689,13.4112,"POLYGON ((-111.977478 33.43115, -111.97498 33.431729, -111.972144 33.430741, -111.970133 33.430173, -111.97012 33.430205, -111.97213 33.430771, -111.974978 33.431762, -111.977488 33.431182, -111.977478 33.43115))",455_246,False
455_246_bay,455_246_bay_node,246,2,42.672,13.4112,"POLYGON ((-111.970139 33.430158, -111.969704 33.430035, -111.969679 33.430097, -111.970114 33.43022, -111.970139 33.430158))",455_246,True
456_107,456,456_107_bay_node,2,196.515573,20.1168,"POLYGON ((-111.97829 33.406166, -111.9783 33.404394, -111.978222 33.404393, -111.978211 33.406166, -111.97829 33.406166))",456_107,False
456_107_bay,456_107_bay_node,107,4,86.868,20.1168,"POLYGON ((-111.97834 33.404394, -111.978344 33.40361, -111.978187 33.40361, -111.978182 33.404393, -111.97834 33.404394))",456_107,True
456_83,456,456_83_bay_node,3,57.870065,20.1168,"POLYGON ((-111.978192 33.406166, -111.978191 33.406688, -111.978309 33.406688, -111.97831 33.406166, -111.978192 33.406166))",456_83,False
456_83_bay,456_83_bay_node,83,5,83.82,20.1168,"POLYGON ((-111.978151 33.406688, -111.97815 33.407444, -111.978346 33.407444, -111.978348 33.406688, -111.978151 33.406688))",456_83,True
457_519,457,519,1,47.596582,13.4112,"POLYGON ((-111.9255 33.418818, -111.925172 33.419147, -111.925203 33.419168, -111.92553 33.418839, -111.9255 33.418818))",457_519,False
458_174,458,458_174_bay_node,1,120.65261,13.4112,"POLYGON ((-111.930421 33.367504, -111.929124 33.367508, -111.929124 33.367541, -111.930421 33.367537, -111.930421 33.367504))",458_174,False
458_174_bay,458_174_bay_node,174,2,39.624,13.4112,"POLYGON ((-111.929124 33.367492, -111.928698 33.367493, -111.928698 33.367559, -111.929124 33.367558, -111.929124 33.367492))",458_174,True
459_61,459,459_61_bay_node,2,206.927735,13.4112,"POLYGON ((-111.900617 33.431519, -111.900575 33.429653, -111.900496 33.429655, -111.900539 33.431521, -111.900617 33.431519))",459_61,False
459_61_bay,459_61_bay_node,61,3,44.196,13.4112,"POLYGON ((-111.900595 33.429653, -111.900586 33.429255, -111.900468 33.429256, -111.900477 33.429655, -111.900595 33.429653))",459_61,True
45_44,45,45_44_bay_node,2,109.685048,15.6464,"POLYGON ((-111.936723 33.421994, -111.937903 33.421994, -111.937903 33.421928, -111.936723 33.421928, -111.936723 33.421994))",45_44,False
45_44_bay,45_44_bay_node,44,3,30.48,15.6464,"POLYGON ((-111.937903 33.422011, -111.938231 33.422011, -111.938231 33.421912, -111.937903 33.421912, -111.937903 33.422011))",45_44,True
45_46,45,45_46_bay_node,2,120.347394,15.6464,"POLYGON ((-111.936723 33.421928, -111.935429 33.421928, -111.935429 33.421994, -111.936723 33.421994, -111.936723 33.421928))",45_46,False
45_46_bay,45_46_bay_node,46,3,38.1,15.6464,"POLYGON ((-111.935429 33.421912, -111.935019 33.421912, -111.935019 33.422011, -111.935429 33.422011, -111.935429 33.421912))",45_46,True
45_7210,45,7210,1,152.35329,13.4112,"POLYGON ((-111.936743 33.421961, -111.936743 33.420587, -111.936703 33.420587, -111.936703 33.421961, -111.936743 33.421961))",45_7210,False
45_7211,45,7211,1,152.35329,13.4112,"POLYGON ((-111.936703 33.421961, -111.936703 33.423335, -111.936743 33.423335, -111.936743 33.421961, -111.936703 33.421961))",45_7211,False
460_61,460,460_61_bay_node,1,195.342531,13.4112,"POLYGON ((-111.900462 33.427151, -111.9005 33.428912, -111.900539 33.428912, -111.900501 33.42715, -111.900462 33.427151))",460_61,False
460_61_bay,460_61_bay_node,61,2,38.1,13.4112,"POLYGON ((-111.90048 33.428912, -111.900487 33.429256, -111.900566 33.429255, -111.900559 33.428911, -111.90048 33.428912))",460_61,True
462_225,462,225,2,209.10018,13.4112,"POLYGON ((-111.924349 33.446853, -111.926598 33.446804, -111.926596 33.446738, -111.924347 33.446787, -111.924349 33.446853))",462_225,False
463_225,463,463_225_bay_node,1,219.157285,13.4112,"POLYGON ((-111.929396 33.446694, -111.927039 33.446745, -111.92704 33.446778, -111.929397 33.446727, -111.929396 33.446694))",463_225,False
463_225_bay,463_225_bay_node,225,2,41.148,13.4112,"POLYGON ((-111.927039 33.446729, -111.926596 33.446738, -111.926598 33.446804, -111.927041 33.446794, -111.927039 33.446729))",463_225,True
465_504,465,504,1,203.45573,13.4112,"POLYGON ((-111.954004 33.442635, -111.954545 33.440857, -111.954507 33.440849, -111.953966 33.442627, -111.954004 33.442635))",465_504,False
466_504,466,504,1,124.795549,13.4112,"POLYGON ((-111.954745 33.439743, -111.954506 33.44085, -111.954545 33.440856, -111.954784 33.439749, -111.954745 33.439743))",466_504,False
467_505,467,505,1,158.020974,13.4112,"POLYGON ((-111.949977 33.441128, -111.950786 33.439875, -111.950752 33.439859, -111.949942 33.441112, -111.949977 33.441128))",467_505,False
468_505,468,468_505_bay_node,1,97.839481,13.4112,"POLYGON ((-111.95145 33.438782, -111.950947 33.439557, -111.950982 33.439573, -111.951484 33.438798, -111.95145 33.438782))",468_505,False
468_505_bay,468_505_bay_node,505,2,38.1,13.4112,"POLYGON ((-111.95093 33.439549, -111.950734 33.439851, -111.950804 33.439883, -111.950999 33.439581, -111.95093 33.439549))",468_505,True
469_537,469,537,2,74.652355,15.6464,"POLYGON ((-111.884046 33.414729, -111.884849 33.414729, -111.884849 33.414663, -111.884046 33.414663, -111.884046 33.414729))",469_537,False
46_45,46,45,3,158.447394,15.6464,"POLYGON ((-111.935019 33.422011, -111.936723 33.422011, -111.936723 33.421912, -111.935019 33.421912, -111.935019 33.422011))",46_45,False
46_47,46,47,2,388.805302,15.6464,"POLYGON ((-111.935019 33.421928, -111.930837 33.421928, -111.930837 33.421994, -111.935019 33.421994, -111.935019 33.421928))",46_47,False
46_512,46,512,2,390.024288,13.4112,"POLYGON ((-111.93498 33.421961, -111.934979 33.425479, -111.935058 33.425479, -111.935058 33.421961, -111.93498 33.421961))",46_512,False
471_390,471,390,1,247.128827,13.4112,"POLYGON ((-111.933511 33.436584, -111.930853 33.436562, -111.930853 33.436595, -111.933511 33.436617, -111.933511 33.436584))",471_390,False
472_386,472,386,1,258.767417,13.4112,"POLYGON ((-111.933609 33.435367, -111.930826 33.435422, -111.930827 33.435455, -111.93361 33.4354, -111.933609 33.435367))",472_386,False
473_108,473,473_108_bay_node,1,338.508483,13.4112,"POLYGON ((-111.973739 33.400149, -111.977379 33.400139, -111.977379 33.400106, -111.973739 33.400116, -111.973739 33.400149))",473_108,False
473_108_bay,473_108_bay_node,108,3,83.82,13.4112,"POLYGON ((-111.977379 33.400172, -111.978281 33.400169, -111.97828 33.40007, -111.977379 33.400073, -111.977379 33.400172))",473_108,True
474_500,474,474_500_bay_node,2,344.705533,20.1168,"POLYGON ((-111.957229 33.443533, -111.958257 33.444626, -111.959493 33.445266, -111.960112 33.445339, -111.960123 33.445274, -111.95952 33.445204, -111.958309 33.444576, -111.957291 33.443492, -111.957229 33.443533))",474_500,False
474_500_bay,474_500_bay_node,500,4,86.868,20.1168,"POLYGON ((-111.960107 33.445372, -111.961033 33.445479, -111.961054 33.445348, -111.960129 33.445241, -111.960107 33.445372))",474_500,True
474_503,474,474_503_bay_node,2,30.744459,20.1168,"POLYGON ((-111.957294 33.443495, -111.957118 33.44326, -111.957052 33.443295, -111.957227 33.44353, -111.957294 33.443495))",474_503,False
474_503_bay,474_503_bay_node,503,4,83.82,20.1168,"POLYGON ((-111.957152 33.443243, -111.956674 33.442601, -111.956541 33.442671, -111.957018 33.443313, -111.957152 33.443243))",474_503,True
475_174,475,475_174_bay_node,1,89.876919,13.4112,"POLYGON ((-111.927322 33.367545, -111.928288 33.367543, -111.928288 33.36751, -111.927322 33.367512, -111.927322 33.367545))",475_174,False
475_174_bay,475_174_bay_node,174,2,38.1,13.4112,"POLYGON ((-111.928288 33.36756, -111.928698 33.367559, -111.928698 33.367493, -111.928288 33.367494, -111.928288 33.36756))",475_174,True
476_118,476,476_118_bay_node,2,231.557994,20.1168,"POLYGON ((-111.975066 33.392899, -111.977556 33.392898, -111.977556 33.392832, -111.975066 33.392833, -111.975066 33.392899))",476_118,False
476_118_bay,476_118_bay_node,118,4,70.104,20.1168,"POLYGON ((-111.977556 33.392931, -111.97831 33.392931, -111.97831 33.392799, -111.977556 33.392799, -111.977556 33.392931))",476_118,True
476_119,476,476_119_bay_node,2,207.186559,20.1168,"POLYGON ((-111.975066 33.392833, -111.972839 33.392834, -111.972839 33.3929, -111.975066 33.392899, -111.975066 33.392833))",476_119,False
476_119_bay,476_119_bay_node,119,3,51.816,20.1168,"POLYGON ((-111.972839 33.392817, -111.972281 33.392817, -111.972282 33.392916, -111.972839 33.392916, -111.972839 33.392817))",476_119,True
477_210,477,477_210_bay_node,3,279.096426,20.1168,"POLYGON ((-111.928656 33.352337, -111.92867 33.34982, -111.928552 33.34982, -111.928539 33.352337, -111.928656 33.352337))",477_210,False
477_210_bay,477_210_bay_node,210,4,57.912,20.1168,"POLYGON ((-111.92869 33.34982, -111.928693 33.349298, -111.928535 33.349297, -111.928533 33.34982, -111.92869 33.34982))",477_210,True
477_479,477,479,2,292.521852,20.1168,"POLYGON ((-111.928558 33.352337, -111.928542 33.354975, -111.92862 33.354975, -111.928637 33.352337, -111.928558 33.352337))",477_479,False
478_109,478,109,3,436.655508,13.4112,"POLYGON ((-111.965598 33.400113, -111.960903 33.400089, -111.960902 33.400188, -111.965597 33.400212, -111.965598 33.400113))",478_109,False
479_197,479,197,2,176.429058,20.1168,"POLYGON ((-111.928542 33.354975, -111.928555 33.356567, -111.928633 33.356566, -111.92862 33.354975, -111.928542 33.354975))",479_197,False
479_477,479,477,3,292.521852,20.1168,"POLYGON ((-111.92864 33.354975, -111.928656 33.352337, -111.928539 33.352337, -111.928522 33.354975, -111.92864 33.354975))",479_477,False
47_46,47,46,3,388.805302,15.6464,"POLYGON ((-111.930837 33.422011, -111.935019 33.422011, -111.935019 33.421912, -111.930837 33.421912, -111.930837 33.422011))",47_46,False
47_516,47,47_516_bay_node,2,118.514278,15.6464,"POLYGON ((-111.930837 33.421928, -111.929562 33.421928, -111.929562 33.421994, -111.930837 33.421994, -111.930837 33.421928))",47_516,False
47_516_bay,47_516_bay_node,516,3,53.34,15.6464,"POLYGON ((-111.929562 33.421912, -111.928989 33.421912, -111.928989 33.422011, -111.929562 33.422011, -111.929562 33.421912))",47_516,True
480_506,480,480_506_bay_node,3,155.728313,13.4112,"POLYGON ((-111.947634 33.440792, -111.948614 33.439653, -111.948518 33.439595, -111.947538 33.440734, -111.947634 33.440792))",480_506,False
480_506_bay,480_506_bay_node,506,5,38.1,13.4112,"POLYGON ((-111.948646 33.439672, -111.948885 33.439393, -111.948726 33.439297, -111.948486 33.439576, -111.948646 33.439672))",480_506,True
481_226,481,481_226_bay_node,3,361.074415,20.1168,"POLYGON ((-111.963097 33.336587, -111.963126 33.339844, -111.963244 33.339843, -111.963215 33.336587, -111.963097 33.336587))",481_226,False
481_226_bay,481_226_bay_node,226,4,53.34,20.1168,"POLYGON ((-111.963107 33.339844, -111.963111 33.340325, -111.963268 33.340324, -111.963264 33.339843, -111.963107 33.339844))",481_226,True
481_229,481,481_229_bay_node,2,164.534579,20.1168,"POLYGON ((-111.963195 33.336587, -111.96318 33.335103, -111.963101 33.335103, -111.963117 33.336587, -111.963195 33.336587))",481_229,False
481_229_bay,481_229_bay_node,229,4,51.816,20.1168,"POLYGON ((-111.963219 33.335103, -111.963214 33.334635, -111.963057 33.334636, -111.963062 33.335104, -111.963219 33.335103))",481_229,True
482_206,482,482_206_bay_node,1,170.016512,15.6464,"POLYGON ((-111.954397 33.347389, -111.954395 33.348922, -111.954434 33.348922, -111.954436 33.347389, -111.954397 33.347389))",482_206,False
482_206_bay,482_206_bay_node,206,3,35.052,15.6464,"POLYGON ((-111.954355 33.348922, -111.954355 33.349238, -111.954473 33.349239, -111.954473 33.348922, -111.954355 33.348922))",482_206,True
482_231,482,482_231_bay_node,1,1342.229849,15.6464,"POLYGON ((-111.954436 33.347389, -111.954371 33.335283, -111.954332 33.335284, -111.954397 33.347389, -111.954436 33.347389))",482_231,False
482_231_bay,482_231_bay_node,231,3,68.58,15.6464,"POLYGON ((-111.954411 33.335283, -111.954407 33.334665, -111.954289 33.334665, -111.954293 33.335284, -111.954411 33.335283))",482_231,True
484_7,484,484_7_bay_node,1,81.040943,13.4112,"POLYGON ((-111.928223 33.44404, -111.927351 33.444049, -111.927352 33.444082, -111.928224 33.444072, -111.928223 33.44404))",484_7,False
484_7_bay,484_7_bay_node,7,3,80.772,13.4112,"POLYGON ((-111.927351 33.444016, -111.926482 33.444026, -111.926484 33.444125, -111.927352 33.444115, -111.927351 33.444016))",484_7,True
485_82,485,82,2,112.751511,13.4112,"POLYGON ((-111.927547 33.412818, -111.926335 33.412832, -111.926336 33.412898, -111.927548 33.412884, -111.927547 33.412818))",485_82,False
486_13,486,486_13_bay_node,2,46.14512,17.8816,"POLYGON ((-111.959484 33.430132, -111.959942 33.429972, -111.959912 33.429911, -111.959454 33.430071, -111.959484 33.430132))",486_13,False
486_13_bay,486_13_bay_node,13,5,99.06,17.8816,"POLYGON ((-111.959965 33.430018, -111.960949 33.429675, -111.960873 33.429522, -111.95989 33.429866, -111.959965 33.430018))",486_13,True
486_14,486,486_14_bay_node,2,611.8201,17.8816,"POLYGON ((-111.959453 33.430071, -111.957451 33.430803, -111.954689 33.430564, -111.953106 33.43082, -111.953121 33.430884, -111.954692 33.43063, -111.957463 33.430868, -111.959485 33.430132, -111.959453 33.430071))",486_14,False
486_14_bay,486_14_bay_node,14,4,71.628,17.8816,"POLYGON ((-111.953099 33.430787, -111.952342 33.430909, -111.952372 33.431039, -111.953129 33.430917, -111.953099 33.430787))",486_14,True
487_291,487,291,1,158.434519,13.4112,"POLYGON ((-111.97274 33.34807, -111.97253 33.346652, -111.972491 33.346656, -111.972701 33.348074, -111.97274 33.34807))",487_291,False
489_264,489,264,2,300.31162,13.4112,"POLYGON ((-111.976645 33.416818, -111.978206 33.419189, -111.978275 33.419157, -111.976714 33.416786, -111.976645 33.416818))",489_264,False
48_21,48,48_21_bay_node,2,449.431664,13.4112,"POLYGON ((-111.929113 33.42427, -111.929113 33.428323, -111.929192 33.428323, -111.929192 33.42427, -111.929113 33.42427))",48_21,False
48_21_bay,48_21_bay_node,21,3,32.004,13.4112,"POLYGON ((-111.929093 33.428323, -111.929093 33.428612, -111.929211 33.428612, -111.929211 33.428323, -111.929093 33.428323))",48_21,True
48_33,48,33,2,268.960164,13.4112,"POLYGON ((-111.929137 33.424239, -111.928246 33.424561, -111.927293 33.42444, -111.926349 33.424465, -111.926352 33.42453, -111.927289 33.424506, -111.928256 33.424627, -111.929168 33.4243, -111.929137 33.424239))",48_33,False
48_515,48,515,2,219.716994,13.4112,"POLYGON ((-111.929161 33.424302, -111.929924 33.424157, -111.930434 33.423897, -111.930535 33.423036, -111.930457 33.42303, -111.930368 33.423862, -111.929895 33.424096, -111.929144 33.424237, -111.929161 33.424302))",48_515,False
490_402,490,490_402_bay_node,2,73.675366,17.8816,"POLYGON ((-111.971429 33.347429, -111.971219 33.348069, -111.971295 33.348087, -111.971504 33.347446, -111.971429 33.347429))",490_402,False
490_402_bay,490_402_bay_node,402,3,129.54,17.8816,"POLYGON ((-111.9712 33.348065, -111.970831 33.349192, -111.970945 33.349218, -111.971314 33.348091, -111.9712 33.348065))",490_402,True
491_202,491,491_202_bay_node,2,62.582018,17.8816,"POLYGON ((-111.972269 33.350967, -111.972469 33.350429, -111.972394 33.350409, -111.972193 33.350948, -111.972269 33.350967))",491_202,False
491_202_bay,491_202_bay_node,202,4,141.732,17.8816,"POLYGON ((-111.972506 33.350438, -111.97296 33.349218, -111.97281 33.349179, -111.972356 33.350399, -111.972506 33.350438))",491_202,True
492_512,492,512,1,52.840882,13.4112,"POLYGON ((-111.934999 33.425955, -111.935038 33.42548, -111.934999 33.425478, -111.93496 33.425953, -111.934999 33.425955))",492_512,False
493_526,493,526,1,61.550367,13.4112,"POLYGON ((-111.907184 33.415258, -111.907185 33.414703, -111.907145 33.414703, -111.907145 33.415258, -111.907184 33.415258))",493_526,False
494_33,494,33,1,88.398334,13.4112,"POLYGON ((-111.9254 33.424536, -111.926351 33.424514, -111.92635 33.424481, -111.925399 33.424503, -111.9254 33.424536))",494_33,False
495_744,495,495_744_bay_node,3,95.056846,13.4112,"POLYGON ((-111.978361 33.376868, -111.978353 33.377725, -111.978471 33.377726, -111.978479 33.376868, -111.978361 33.376868))",495_744,False
495_744_bay,495_744_bay_node,744,5,57.912,13.4112,"POLYGON ((-111.978314 33.377725, -111.978309 33.378247, -111.978505 33.378248, -111.97851 33.377726, -111.978314 33.377725))",495_744,True
